,Invoice_Date,Vehicle_Model,Current_KM_Reading,INVOICE_LINE_TEXT,year,month,day,weekday
0,2017-05-30,2,50000.0,148,2017,5,150,1
1,2017-06-02,18,758.0,148,2017,6,153,4
2,2017-06-02,18,758.0,346,2017,6,153,4
3,2017-06-02,18,758.0,108,2017,6,153,4
4,2017-06-02,18,758.0,109,2017,6,153,4
5,2017-06-02,18,758.0,76,2017,6,153,4
6,2017-06-02,18,758.0,3,2017,6,153,4
7,2017-05-31,11,3717.0,148,2017,5,151,2
8,2017-05-31,11,3717.0,2,2017,5,151,2
9,2017-05-31,11,3717.0,76,2017,5,151,2
10,2017-05-31,20,2800.0,209,2017,5,151,2
11,2017-05-31,20,2800.0,148,2017,5,151,2
12,2017-05-31,20,7854.0,318,2017,5,151,2
13,2017-05-31,20,7854.0,148,2017,5,151,2
14,2017-05-31,12,5391.0,148,2017,5,151,2
15,2017-05-31,12,5391.0,2,2017,5,151,2
16,2017-05-31,12,5391.0,76,2017,5,151,2
17,2017-06-03,14,25000.0,257,2017,6,154,5
18,2017-06-03,14,25000.0,245,2017,6,154,5
19,2017-06-03,14,25000.0,464,2017,6,154,5
20,2017-06-03,14,25000.0,453,2017,6,154,5
21,2017-06-03,14,25000.0,166,2017,6,154,5
22,2017-06-03,14,25000.0,285,2017,6,154,5
23,2017-06-03,14,25000.0,463,2017,6,154,5
24,2017-06-03,14,25000.0,128,2017,6,154,5
25,2017-06-03,14,25000.0,280,2017,6,154,5
26,2017-06-03,14,25000.0,329,2017,6,154,5
27,2017-06-03,14,25000.0,455,2017,6,154,5
28,2017-06-03,14,25000.0,451,2017,6,154,5
29,2017-06-03,14,25000.0,85,2017,6,154,5
30,2017-06-03,14,25000.0,148,2017,6,154,5
31,2017-06-03,14,25000.0,84,2017,6,154,5
32,2017-06-03,14,25000.0,465,2017,6,154,5
33,2017-06-03,14,25000.0,407,2017,6,154,5
34,2017-06-03,14,25000.0,324,2017,6,154,5
35,2017-06-03,14,25000.0,31,2017,6,154,5
36,2017-06-03,14,25000.0,10,2017,6,154,5
37,2017-06-03,14,25000.0,246,2017,6,154,5
38,2017-06-03,14,25000.0,86,2017,6,154,5
39,2017-06-03,14,25000.0,115,2017,6,154,5
40,2017-06-03,14,25000.0,128,2017,6,154,5
41,2017-06-05,12,41458.0,33,2017,6,156,0
42,2017-06-05,12,41458.0,209,2017,6,156,0
43,2017-06-05,12,41458.0,33,2017,6,156,0
44,2017-06-05,12,41458.0,246,2017,6,156,0
45,2017-06-01,13,8079.0,2,2017,6,152,3
46,2017-06-01,13,8079.0,76,2017,6,152,3
47,2017-06-01,13,8079.0,46,2017,6,152,3
48,2017-06-01,13,8079.0,148,2017,6,152,3
49,2017-06-01,13,8079.0,11,2017,6,152,3
50,2017-06-01,12,5500.0,148,2017,6,152,3
51,2017-06-01,12,5500.0,11,2017,6,152,3
52,2017-06-01,12,5500.0,76,2017,6,152,3
53,2017-06-01,12,5500.0,140,2017,6,152,3
54,2017-06-01,12,5500.0,444,2017,6,152,3
55,2017-06-01,12,5500.0,2,2017,6,152,3
56,2017-06-01,12,523.0,2,2017,6,152,3
57,2017-06-01,12,523.0,76,2017,6,152,3
58,2017-06-01,12,523.0,148,2017,6,152,3
59,2017-06-01,2,2750.0,148,2017,6,152,3
60,2017-06-01,2,2750.0,2,2017,6,152,3
61,2017-06-01,2,2750.0,171,2017,6,152,3
62,2017-06-01,2,2750.0,76,2017,6,152,3
63,2017-06-01,20,45421.0,209,2017,6,152,3
64,2017-06-01,20,45421.0,148,2017,6,152,3
65,2017-06-01,14,4845.0,148,2017,6,152,3
66,2017-06-01,14,4845.0,76,2017,6,152,3
67,2017-06-01,14,4845.0,2,2017,6,152,3
68,2017-06-01,14,4845.0,11,2017,6,152,3
69,2017-06-01,14,25000.0,209,2017,6,152,3
70,2017-06-01,0,5214.0,148,2017,6,152,3
71,2017-06-02,14,58969.0,257,2017,6,153,4
72,2017-06-02,14,58969.0,206,2017,6,153,4
73,2017-06-02,14,58969.0,90,2017,6,153,4
74,2017-06-02,14,58969.0,148,2017,6,153,4
75,2017-06-02,14,58969.0,258,2017,6,153,4
76,2017-06-02,14,58969.0,199,2017,6,153,4
77,2017-06-01,12,39421.0,227,2017,6,152,3
78,2017-06-01,12,39421.0,117,2017,6,152,3
79,2017-06-01,12,39421.0,176,2017,6,152,3
80,2017-06-01,12,39421.0,171,2017,6,152,3
81,2017-06-01,12,39421.0,174,2017,6,152,3
82,2017-06-01,12,39421.0,392,2017,6,152,3
83,2017-06-01,12,39421.0,466,2017,6,152,3
84,2017-06-01,12,39421.0,172,2017,6,152,3
85,2017-06-01,12,39421.0,237,2017,6,152,3
86,2017-06-01,12,39421.0,441,2017,6,152,3
87,2017-06-01,12,39421.0,120,2017,6,152,3
88,2017-06-01,12,39421.0,124,2017,6,152,3
89,2017-06-01,12,39421.0,61,2017,6,152,3
90,2017-06-02,11,3510.0,148,2017,6,153,4
91,2017-06-02,11,3510.0,76,2017,6,153,4
92,2017-06-02,11,3510.0,373,2017,6,153,4
93,2017-06-02,11,3510.0,2,2017,6,153,4
94,2017-06-02,11,3510.0,318,2017,6,153,4
95,2017-06-02,2,730.0,52,2017,6,153,4
96,2017-06-02,2,730.0,2,2017,6,153,4
97,2017-06-02,2,730.0,148,2017,6,153,4
98,2017-06-02,2,730.0,76,2017,6,153,4
99,2017-06-02,12,4707.0,2,2017,6,153,4
100,2017-06-02,12,4707.0,148,2017,6,153,4
101,2017-06-02,12,4707.0,76,2017,6,153,4
102,2017-06-03,5,4170.0,2,2017,6,154,5
103,2017-06-03,5,4170.0,437,2017,6,154,5
104,2017-06-03,5,4170.0,148,2017,6,154,5
105,2017-06-03,5,4170.0,76,2017,6,154,5
106,2017-06-03,14,12060.0,209,2017,6,154,5
107,2017-06-03,14,12060.0,120,2017,6,154,5
108,2017-06-03,14,12060.0,148,2017,6,154,5
109,2017-06-03,14,12060.0,11,2017,6,154,5
110,2017-06-03,14,12060.0,125,2017,6,154,5
111,2017-06-03,14,12060.0,76,2017,6,154,5
112,2017-06-03,12,9462.0,125,2017,6,154,5
113,2017-06-03,12,9462.0,127,2017,6,154,5
114,2017-06-03,12,9462.0,209,2017,6,154,5
115,2017-06-03,12,9462.0,299,2017,6,154,5
116,2017-06-03,12,9462.0,76,2017,6,154,5
117,2017-06-03,12,9462.0,148,2017,6,154,5
118,2017-06-03,2,2241.0,2,2017,6,154,5
119,2017-06-03,2,2241.0,346,2017,6,154,5
120,2017-06-03,2,2241.0,148,2017,6,154,5
121,2017-06-03,2,2241.0,76,2017,6,154,5
122,2017-06-03,2,2241.0,125,2017,6,154,5
123,2017-06-03,2,2241.0,108,2017,6,154,5
124,2017-06-04,12,7753.0,74,2017,6,155,6
125,2017-06-04,12,7753.0,146,2017,6,155,6
126,2017-06-04,12,7753.0,346,2017,6,155,6
127,2017-06-04,12,7753.0,108,2017,6,155,6
128,2017-06-04,12,7753.0,125,2017,6,155,6
129,2017-06-04,12,7753.0,148,2017,6,155,6
130,2017-06-04,12,7753.0,2,2017,6,155,6
131,2017-06-04,12,7753.0,76,2017,6,155,6
132,2017-06-04,12,7753.0,33,2017,6,155,6
133,2017-06-04,12,7753.0,11,2017,6,155,6
134,2017-06-08,2,2204.0,87,2017,6,159,3
135,2017-06-08,2,2204.0,2,2017,6,159,3
136,2017-06-08,2,2204.0,76,2017,6,159,3
137,2017-06-08,2,2204.0,148,2017,6,159,3
138,2017-06-04,6,95513.0,209,2017,6,155,6
139,2017-06-04,6,95513.0,318,2017,6,155,6
140,2017-06-04,6,95513.0,76,2017,6,155,6
141,2017-06-04,6,95513.0,33,2017,6,155,6
142,2017-06-04,6,95513.0,148,2017,6,155,6
143,2017-06-04,6,95513.0,133,2017,6,155,6
144,2017-06-04,6,95513.0,466,2017,6,155,6
145,2017-06-04,6,95513.0,11,2017,6,155,6
146,2017-06-04,16,4183.0,2,2017,6,155,6
147,2017-06-04,16,4183.0,148,2017,6,155,6
148,2017-06-04,16,4183.0,76,2017,6,155,6
149,2017-06-04,16,4183.0,125,2017,6,155,6
150,2017-06-04,16,4183.0,346,2017,6,155,6
151,2017-06-04,16,4183.0,108,2017,6,155,6
152,2017-06-04,14,8517.0,482,2017,6,155,6
153,2017-06-04,14,8517.0,11,2017,6,155,6
154,2017-06-04,14,8517.0,148,2017,6,155,6
155,2017-06-04,14,8517.0,76,2017,6,155,6
156,2017-06-04,14,8517.0,33,2017,6,155,6
157,2017-06-04,14,726.0,76,2017,6,155,6
158,2017-06-04,14,726.0,148,2017,6,155,6
159,2017-06-04,14,726.0,2,2017,6,155,6
160,2017-06-05,12,18744.0,454,2017,6,156,0
161,2017-06-05,12,18744.0,148,2017,6,156,0
162,2017-06-05,12,18744.0,381,2017,6,156,0
163,2017-06-05,12,18744.0,76,2017,6,156,0
164,2017-06-05,12,18744.0,176,2017,6,156,0
165,2017-06-05,12,18744.0,451,2017,6,156,0
166,2017-06-05,12,18744.0,453,2017,6,156,0
167,2017-06-05,12,18744.0,84,2017,6,156,0
168,2017-06-05,12,18744.0,174,2017,6,156,0
169,2017-06-05,12,18744.0,171,2017,6,156,0
170,2017-06-05,12,18744.0,11,2017,6,156,0
171,2017-06-05,12,18744.0,166,2017,6,156,0
172,2017-06-05,12,18744.0,90,2017,6,156,0
173,2017-06-05,12,18744.0,246,2017,6,156,0
174,2017-06-05,12,18744.0,177,2017,6,156,0
175,2017-06-10,2,44009.0,407,2017,6,161,5
176,2017-06-10,2,44009.0,128,2017,6,161,5
177,2017-06-10,2,44009.0,464,2017,6,161,5
178,2017-06-10,2,44009.0,498,2017,6,161,5
179,2017-06-10,2,44009.0,465,2017,6,161,5
180,2017-06-10,2,44009.0,142,2017,6,161,5
181,2017-06-10,2,44009.0,280,2017,6,161,5
182,2017-06-10,2,44009.0,114,2017,6,161,5
183,2017-06-10,2,44009.0,329,2017,6,161,5
184,2017-06-10,2,44009.0,115,2017,6,161,5
185,2017-06-10,2,44009.0,148,2017,6,161,5
186,2017-06-10,2,44009.0,455,2017,6,161,5
187,2017-06-10,2,44009.0,451,2017,6,161,5
188,2017-06-10,2,44009.0,84,2017,6,161,5
189,2017-06-10,2,44009.0,453,2017,6,161,5
190,2017-06-10,2,44009.0,463,2017,6,161,5
191,2017-06-10,2,44009.0,62,2017,6,161,5
192,2017-06-10,2,44009.0,245,2017,6,161,5
193,2017-06-10,2,44009.0,10,2017,6,161,5
194,2017-06-10,2,44009.0,147,2017,6,161,5
195,2017-06-05,13,4826.0,108,2017,6,156,0
196,2017-06-05,13,4826.0,346,2017,6,156,0
197,2017-06-05,13,4826.0,148,2017,6,156,0
198,2017-06-05,13,4826.0,76,2017,6,156,0
199,2017-06-05,13,4826.0,2,2017,6,156,0
200,2017-06-05,12,36213.0,11,2017,6,156,0
201,2017-06-05,12,36213.0,33,2017,6,156,0
202,2017-06-05,12,36213.0,125,2017,6,156,0
203,2017-06-05,12,36213.0,76,2017,6,156,0
204,2017-06-05,12,36213.0,92,2017,6,156,0
205,2017-06-05,12,36213.0,381,2017,6,156,0
206,2017-06-05,12,36213.0,139,2017,6,156,0
207,2017-06-05,12,36213.0,148,2017,6,156,0
208,2017-06-05,12,36213.0,166,2017,6,156,0
209,2017-06-06,18,548.0,148,2017,6,157,1
210,2017-06-06,18,548.0,2,2017,6,157,1
211,2017-06-06,18,548.0,346,2017,6,157,1
212,2017-06-06,18,548.0,76,2017,6,157,1
213,2017-06-06,18,548.0,318,2017,6,157,1
214,2017-06-06,18,548.0,109,2017,6,157,1
215,2017-06-06,18,548.0,92,2017,6,157,1
216,2017-06-06,18,548.0,108,2017,6,157,1
217,2017-06-05,12,5412.0,11,2017,6,156,0
218,2017-06-05,12,5412.0,148,2017,6,156,0
219,2017-06-05,12,5412.0,108,2017,6,156,0
220,2017-06-05,12,5412.0,76,2017,6,156,0
221,2017-06-05,18,19649.0,128,2017,6,156,0
222,2017-06-05,18,19649.0,125,2017,6,156,0
223,2017-06-05,18,19649.0,209,2017,6,156,0
224,2017-06-05,18,19649.0,318,2017,6,156,0
225,2017-06-05,18,19649.0,76,2017,6,156,0
226,2017-06-05,18,19649.0,148,2017,6,156,0
227,2017-06-05,2,6472.0,125,2017,6,156,0
228,2017-06-05,2,6472.0,46,2017,6,156,0
229,2017-06-05,2,6472.0,346,2017,6,156,0
230,2017-06-05,2,6472.0,2,2017,6,156,0
231,2017-06-05,2,6472.0,108,2017,6,156,0
232,2017-06-05,2,6472.0,76,2017,6,156,0
233,2017-06-05,2,6472.0,148,2017,6,156,0
234,2017-06-05,12,26635.0,482,2017,6,156,0
235,2017-06-05,12,26635.0,125,2017,6,156,0
236,2017-06-05,12,26635.0,46,2017,6,156,0
237,2017-06-05,12,26635.0,76,2017,6,156,0
238,2017-06-05,12,26635.0,11,2017,6,156,0
239,2017-06-05,12,26635.0,148,2017,6,156,0
240,2017-06-05,12,26635.0,209,2017,6,156,0
241,2017-06-06,7,14018.0,2,2017,6,157,1
242,2017-06-06,7,14018.0,125,2017,6,157,1
243,2017-06-06,7,14018.0,76,2017,6,157,1
244,2017-06-06,7,14018.0,148,2017,6,157,1
245,2017-06-06,7,14018.0,209,2017,6,157,1
246,2017-06-06,7,14018.0,108,2017,6,157,1
247,2017-06-06,7,14018.0,257,2017,6,157,1
248,2017-06-06,7,14018.0,46,2017,6,157,1
249,2017-06-06,7,14018.0,482,2017,6,157,1
250,2017-06-06,2,9445.0,125,2017,6,157,1
251,2017-06-06,2,9445.0,76,2017,6,157,1
252,2017-06-06,2,9445.0,11,2017,6,157,1
253,2017-06-06,2,9445.0,148,2017,6,157,1
254,2017-06-06,2,9445.0,209,2017,6,157,1
255,2017-06-06,2,9445.0,33,2017,6,157,1
256,2017-06-06,2,9445.0,128,2017,6,157,1
257,2017-06-06,2,9445.0,108,2017,6,157,1
258,2017-06-06,18,26305.0,128,2017,6,157,1
259,2017-06-06,18,26305.0,318,2017,6,157,1
260,2017-06-06,18,26305.0,148,2017,6,157,1
261,2017-06-06,18,26305.0,125,2017,6,157,1
262,2017-06-06,18,26305.0,209,2017,6,157,1
263,2017-06-06,18,26305.0,76,2017,6,157,1
264,2017-06-06,18,26305.0,11,2017,6,157,1
265,2017-06-06,12,20897.0,125,2017,6,157,1
266,2017-06-06,12,20897.0,76,2017,6,157,1
267,2017-06-06,12,20897.0,11,2017,6,157,1
268,2017-06-06,12,20897.0,148,2017,6,157,1
269,2017-06-06,12,20897.0,282,2017,6,157,1
270,2017-06-06,12,20897.0,209,2017,6,157,1
271,2017-06-06,12,20897.0,46,2017,6,157,1
272,2017-06-06,12,5322.0,76,2017,6,157,1
273,2017-06-06,12,5322.0,2,2017,6,157,1
274,2017-06-06,12,5322.0,11,2017,6,157,1
275,2017-06-06,12,5322.0,148,2017,6,157,1
276,2017-06-06,2,4703.0,108,2017,6,157,1
277,2017-06-06,2,4703.0,346,2017,6,157,1
278,2017-06-06,2,4703.0,46,2017,6,157,1
279,2017-06-06,2,4703.0,368,2017,6,157,1
280,2017-06-06,2,4703.0,148,2017,6,157,1
281,2017-06-06,2,4703.0,2,2017,6,157,1
282,2017-06-06,2,4703.0,76,2017,6,157,1
283,2017-06-06,7,14202.0,209,2017,6,157,1
284,2017-06-06,7,14202.0,125,2017,6,157,1
285,2017-06-06,7,14202.0,148,2017,6,157,1
286,2017-06-06,7,14202.0,76,2017,6,157,1
287,2017-06-06,7,14202.0,11,2017,6,157,1
288,2017-06-07,7,6853.0,148,2017,6,158,2
289,2017-06-07,7,6853.0,346,2017,6,158,2
290,2017-06-07,7,6853.0,482,2017,6,158,2
291,2017-06-07,7,6853.0,125,2017,6,158,2
292,2017-06-07,7,6853.0,11,2017,6,158,2
293,2017-06-07,7,6853.0,2,2017,6,158,2
294,2017-06-07,7,6853.0,76,2017,6,158,2
295,2017-06-07,7,6853.0,108,2017,6,158,2
296,2017-06-07,11,5903.0,148,2017,6,158,2
297,2017-06-07,11,5903.0,2,2017,6,158,2
298,2017-06-07,11,5903.0,76,2017,6,158,2
299,2017-06-07,11,5903.0,11,2017,6,158,2
300,2017-06-07,11,5903.0,346,2017,6,158,2
301,2017-06-07,23,5177.0,148,2017,6,158,2
302,2017-06-07,23,5177.0,76,2017,6,158,2
303,2017-06-07,23,5177.0,2,2017,6,158,2
304,2017-06-07,23,5177.0,108,2017,6,158,2
305,2017-06-07,23,5177.0,346,2017,6,158,2
306,2017-06-07,2,584.0,346,2017,6,158,2
307,2017-06-07,2,584.0,148,2017,6,158,2
308,2017-06-07,2,584.0,108,2017,6,158,2
309,2017-06-07,2,584.0,2,2017,6,158,2
310,2017-06-07,2,584.0,76,2017,6,158,2
311,2017-06-07,12,56230.0,434,2017,6,158,2
312,2017-06-07,12,56230.0,387,2017,6,158,2
313,2017-06-07,12,56230.0,482,2017,6,158,2
314,2017-06-07,12,56230.0,428,2017,6,158,2
315,2017-06-07,12,56230.0,441,2017,6,158,2
316,2017-06-07,12,56230.0,8,2017,6,158,2
317,2017-06-07,12,56230.0,166,2017,6,158,2
318,2017-06-07,12,56230.0,11,2017,6,158,2
319,2017-06-07,12,56230.0,46,2017,6,158,2
320,2017-06-07,12,56230.0,209,2017,6,158,2
321,2017-06-07,12,56230.0,148,2017,6,158,2
322,2017-06-07,12,56230.0,76,2017,6,158,2
323,2017-06-07,14,8504.0,407,2017,6,158,2
324,2017-06-07,14,8504.0,148,2017,6,158,2
325,2017-06-07,14,8504.0,263,2017,6,158,2
326,2017-06-07,14,8504.0,209,2017,6,158,2
327,2017-06-07,14,8504.0,445,2017,6,158,2
328,2017-06-07,14,8504.0,76,2017,6,158,2
329,2017-06-08,23,4158.0,108,2017,6,159,3
330,2017-06-08,23,4158.0,76,2017,6,159,3
331,2017-06-08,23,4158.0,2,2017,6,159,3
332,2017-06-08,23,4158.0,346,2017,6,159,3
333,2017-06-08,23,4158.0,148,2017,6,159,3
334,2017-06-08,23,4158.0,318,2017,6,159,3
335,2017-06-08,2,27497.0,94,2017,6,159,3
336,2017-06-08,2,27497.0,90,2017,6,159,3
337,2017-06-08,2,27497.0,76,2017,6,159,3
338,2017-06-08,2,27497.0,206,2017,6,159,3
339,2017-06-08,2,27497.0,148,2017,6,159,3
340,2017-06-08,2,27497.0,223,2017,6,159,3
341,2017-06-08,2,27497.0,11,2017,6,159,3
342,2017-06-08,2,27497.0,209,2017,6,159,3
343,2017-06-09,2,2904.0,76,2017,6,160,4
344,2017-06-09,2,2904.0,125,2017,6,160,4
345,2017-06-09,2,2904.0,148,2017,6,160,4
346,2017-06-09,2,2904.0,346,2017,6,160,4
347,2017-06-09,2,2904.0,108,2017,6,160,4
348,2017-06-09,2,2904.0,2,2017,6,160,4
349,2017-06-09,12,7726.0,125,2017,6,160,4
350,2017-06-09,12,7726.0,46,2017,6,160,4
351,2017-06-09,12,7726.0,148,2017,6,160,4
352,2017-06-09,12,7726.0,76,2017,6,160,4
353,2017-06-09,12,7726.0,346,2017,6,160,4
354,2017-06-09,12,7726.0,166,2017,6,160,4
355,2017-06-09,12,7726.0,10,2017,6,160,4
356,2017-06-09,12,7726.0,2,2017,6,160,4
357,2017-06-09,12,7726.0,108,2017,6,160,4
358,2017-06-09,12,27770.0,214,2017,6,160,4
359,2017-06-09,12,27770.0,331,2017,6,160,4
360,2017-06-09,12,27770.0,125,2017,6,160,4
361,2017-06-09,12,27770.0,76,2017,6,160,4
362,2017-06-09,12,27770.0,11,2017,6,160,4
363,2017-06-09,12,27770.0,148,2017,6,160,4
364,2017-06-09,12,27770.0,209,2017,6,160,4
365,2017-06-10,0,1880.0,2,2017,6,161,5
366,2017-06-10,0,1880.0,148,2017,6,161,5
367,2017-06-10,0,1880.0,346,2017,6,161,5
368,2017-06-10,0,1880.0,108,2017,6,161,5
369,2017-06-10,0,1880.0,76,2017,6,161,5
370,2017-06-10,14,2120.0,466,2017,6,161,5
371,2017-06-10,14,2120.0,237,2017,6,161,5
372,2017-06-10,14,2120.0,484,2017,6,161,5
373,2017-06-10,14,2120.0,411,2017,6,161,5
374,2017-06-10,14,2120.0,241,2017,6,161,5
375,2017-06-10,14,2120.0,268,2017,6,161,5
376,2017-06-10,14,2120.0,106,2017,6,161,5
377,2017-06-10,14,2120.0,257,2017,6,161,5
378,2017-06-10,14,2120.0,136,2017,6,161,5
379,2017-06-10,14,10228.0,131,2017,6,161,5
380,2017-06-10,14,10228.0,11,2017,6,161,5
381,2017-06-10,14,10228.0,76,2017,6,161,5
382,2017-06-10,14,10228.0,125,2017,6,161,5
383,2017-06-10,14,10228.0,209,2017,6,161,5
384,2017-06-10,14,10228.0,127,2017,6,161,5
385,2017-06-10,12,44933.0,268,2017,6,161,5
386,2017-06-10,12,44933.0,235,2017,6,161,5
387,2017-06-10,12,44933.0,55,2017,6,161,5
388,2017-06-10,12,44933.0,84,2017,6,161,5
389,2017-06-10,12,44933.0,280,2017,6,161,5
390,2017-06-10,12,44933.0,125,2017,6,161,5
391,2017-06-10,12,44933.0,246,2017,6,161,5
392,2017-06-10,12,44933.0,329,2017,6,161,5
393,2017-06-10,12,44933.0,465,2017,6,161,5
394,2017-06-10,12,44933.0,115,2017,6,161,5
395,2017-06-10,12,44933.0,31,2017,6,161,5
396,2017-06-10,12,44933.0,281,2017,6,161,5
397,2017-06-10,12,44933.0,142,2017,6,161,5
398,2017-06-10,12,44933.0,463,2017,6,161,5
399,2017-06-10,12,44933.0,464,2017,6,161,5
400,2017-06-10,12,44933.0,148,2017,6,161,5
401,2017-06-10,12,44933.0,453,2017,6,161,5
402,2017-06-10,12,44933.0,451,2017,6,161,5
403,2017-06-10,12,44933.0,10,2017,6,161,5
404,2017-06-10,12,44933.0,455,2017,6,161,5
405,2017-06-10,12,44933.0,407,2017,6,161,5
406,2017-06-10,12,44933.0,245,2017,6,161,5
407,2017-06-10,12,44933.0,77,2017,6,161,5
408,2017-06-10,12,44933.0,80,2017,6,161,5
409,2017-06-10,12,44933.0,85,2017,6,161,5
410,2017-06-10,12,44933.0,114,2017,6,161,5
411,2017-06-14,11,91206.0,108,2017,6,165,2
412,2017-06-14,11,91206.0,76,2017,6,165,2
413,2017-06-14,11,91206.0,209,2017,6,165,2
414,2017-06-14,11,91206.0,172,2017,6,165,2
415,2017-06-14,11,91206.0,11,2017,6,165,2
416,2017-06-14,11,91206.0,174,2017,6,165,2
417,2017-06-14,11,91206.0,177,2017,6,165,2
418,2017-06-14,11,91206.0,176,2017,6,165,2
419,2017-06-14,11,91206.0,282,2017,6,165,2
420,2017-06-14,11,91206.0,46,2017,6,165,2
421,2017-06-14,11,91206.0,373,2017,6,165,2
422,2017-06-14,11,91206.0,257,2017,6,165,2
423,2017-06-10,11,11836.0,148,2017,6,161,5
424,2017-06-10,11,11836.0,318,2017,6,161,5
425,2017-06-10,11,11836.0,108,2017,6,161,5
426,2017-06-10,11,11836.0,76,2017,6,161,5
427,2017-06-10,11,11836.0,437,2017,6,161,5
428,2017-06-10,11,11836.0,209,2017,6,161,5
429,2017-06-10,0,23409.0,76,2017,6,161,5
430,2017-06-10,0,23409.0,125,2017,6,161,5
431,2017-06-10,0,23409.0,108,2017,6,161,5
432,2017-06-10,0,23409.0,148,2017,6,161,5
433,2017-06-10,0,23409.0,209,2017,6,161,5
434,2017-06-10,0,23409.0,11,2017,6,161,5
435,2017-06-10,12,51323.0,125,2017,6,161,5
436,2017-06-10,12,51323.0,209,2017,6,161,5
437,2017-06-10,12,51323.0,108,2017,6,161,5
438,2017-06-10,12,51323.0,148,2017,6,161,5
439,2017-06-10,12,51323.0,11,2017,6,161,5
440,2017-06-10,12,51323.0,76,2017,6,161,5
441,2017-06-10,0,4593.0,437,2017,6,161,5
442,2017-06-10,0,4593.0,2,2017,6,161,5
443,2017-06-10,0,4593.0,148,2017,6,161,5
444,2017-06-10,0,4593.0,76,2017,6,161,5
445,2017-06-13,12,550147.0,46,2017,6,164,1
446,2017-06-13,12,550147.0,17,2017,6,164,1
447,2017-06-13,12,550147.0,11,2017,6,164,1
448,2017-06-13,12,550147.0,76,2017,6,164,1
449,2017-06-13,12,550147.0,331,2017,6,164,1
450,2017-06-13,12,550147.0,209,2017,6,164,1
451,2017-06-13,12,550147.0,410,2017,6,164,1
452,2017-06-13,12,550147.0,491,2017,6,164,1
453,2017-06-11,2,10399.0,11,2017,6,162,6
454,2017-06-11,2,10399.0,209,2017,6,162,6
455,2017-06-11,2,10399.0,496,2017,6,162,6
456,2017-06-11,2,10399.0,46,2017,6,162,6
457,2017-06-11,2,10399.0,76,2017,6,162,6
458,2017-06-10,12,83740.0,76,2017,6,161,5
459,2017-06-10,12,83740.0,148,2017,6,161,5
460,2017-06-10,12,83740.0,209,2017,6,161,5
461,2017-06-10,12,83740.0,125,2017,6,161,5
462,2017-06-10,12,83740.0,11,2017,6,161,5
463,2017-06-10,12,83740.0,373,2017,6,161,5
464,2017-06-10,12,83740.0,128,2017,6,161,5
465,2017-06-10,12,83740.0,482,2017,6,161,5
466,2017-06-10,12,18595.0,482,2017,6,161,5
467,2017-06-10,12,18595.0,46,2017,6,161,5
468,2017-06-10,12,18595.0,460,2017,6,161,5
469,2017-06-10,12,18595.0,411,2017,6,161,5
470,2017-06-10,12,18595.0,237,2017,6,161,5
471,2017-06-10,12,18595.0,80,2017,6,161,5
472,2017-06-10,12,18595.0,148,2017,6,161,5
473,2017-06-10,12,18595.0,209,2017,6,161,5
474,2017-06-10,12,18595.0,466,2017,6,161,5
475,2017-06-10,12,18595.0,11,2017,6,161,5
476,2017-06-10,12,18595.0,79,2017,6,161,5
477,2017-06-10,14,0.0,338,2017,6,161,5
478,2017-06-10,14,0.0,140,2017,6,161,5
479,2017-06-10,14,0.0,445,2017,6,161,5
480,2017-06-10,14,0.0,482,2017,6,161,5
481,2017-06-10,14,0.0,359,2017,6,161,5
482,2017-06-10,14,0.0,128,2017,6,161,5
483,2017-06-10,14,0.0,80,2017,6,161,5
484,2017-06-10,14,0.0,77,2017,6,161,5
485,2017-06-10,14,0.0,499,2017,6,161,5
486,2017-06-10,14,0.0,148,2017,6,161,5
487,2017-06-10,14,0.0,407,2017,6,161,5
488,2017-06-10,14,0.0,11,2017,6,161,5
489,2017-06-10,14,0.0,209,2017,6,161,5
490,2017-06-10,20,562.0,148,2017,6,161,5
491,2017-06-11,0,10423.0,76,2017,6,162,6
492,2017-06-11,0,10423.0,2,2017,6,162,6
493,2017-06-11,0,10423.0,148,2017,6,162,6
494,2017-06-11,13,1970.0,346,2017,6,162,6
495,2017-06-11,13,1970.0,146,2017,6,162,6
496,2017-06-11,13,1970.0,76,2017,6,162,6
497,2017-06-11,13,1970.0,108,2017,6,162,6
498,2017-06-11,13,1970.0,148,2017,6,162,6
499,2017-06-11,13,1970.0,2,2017,6,162,6
500,2017-06-12,3,3655.0,407,2017,6,163,0
501,2017-06-12,3,3655.0,11,2017,6,163,0
502,2017-06-12,3,3655.0,209,2017,6,163,0
503,2017-06-12,3,3655.0,302,2017,6,163,0
504,2017-06-12,13,3424.0,76,2017,6,163,0
505,2017-06-12,13,3424.0,346,2017,6,163,0
506,2017-06-12,13,3424.0,148,2017,6,163,0
507,2017-06-12,13,3424.0,125,2017,6,163,0
508,2017-06-12,13,3424.0,108,2017,6,163,0
509,2017-06-12,13,3424.0,2,2017,6,163,0
510,2017-06-12,13,2201.0,108,2017,6,163,0
511,2017-06-12,13,2201.0,2,2017,6,163,0
512,2017-06-12,13,2201.0,346,2017,6,163,0
513,2017-06-12,13,2201.0,76,2017,6,163,0
514,2017-06-12,13,2201.0,148,2017,6,163,0
515,2017-06-12,12,150.0,148,2017,6,163,0
516,2017-06-12,12,150.0,108,2017,6,163,0
517,2017-06-12,12,150.0,2,2017,6,163,0
